k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.008022488706513231,0.008022488706513231,6.404168417152e-05,530.7365199164647,1.4685178225168447
2,0.007146129803190071,0.007146129803190071,8.206885383695401e-05,524.4767474309041,2.6922431458318994
3,0.006025661343379229,0.006025661343379229,0.00011126485564114736,514.9804594703786,4.227183840337199
4,0.004633114999740173,0.004633114999740173,0.00014725683696424884,503.2759712904196,5.689300741622206
5,0.00317746227290161,0.00317746227290161,0.00019431184767435507,489.47209828939776,6.963831062086228
6,0.001637851586777872,0.001637851586777872,0.0002544843293047555,474.1247424218083,8.052500642496595
7,0.00014747019257965732,0.00014747019257965732,0.0003266958345473236,457.25179158135296,9.007232068472955
8,-0.0012845160410490664,0.0012845160410490664,0.0004117136900176613,439.2750024615387,9.843580818983067
9,-0.0027067264615081577,0.0027067264615081577,0.0005146666369545649,420.78462711977255,10.536771875137436
10,-0.0040530635855687835,0.0040530635855687835,0.000633731332526688,402.0099321559937,11.078446052251604
11,-0.005333488138717812,0.005333488138717812,0.0007712098500225947,383.68726759515573,11.499585990164034
12,-0.006551739889200436,0.006551739889200436,0.0009298602703453934,365.6463752813887,11.799902546005052
13,-0.00772840026092847,0.00772840026092847,0.0011089727729843924,348.2361312194221,11.982006827971377
14,-0.008854191915177778,0.008854191915177778,0.0013113924763360366,331.408953896278,12.069701001445415
15,-0.009922625789928419,0.009922625789928419,0.001532760699692831,315.4369837747696,12.083149984726065
16,-0.01092949676354349,0.01092949676354349,0.001773452484334949,300.28657427424224,12.031604981114635
17,-0.011846991810209762,0.011846991810209762,0.002035612526989486,286.00240079222965,11.933603591075059
18,-0.012706937252252692,0.012706937252252692,0.0023188317647498302,272.8634483885677,11.80628613448382
19,-0.013568863366144934,0.013568863366144934,0.0026135989696893114,261.1035679151555,11.654563077281745
20,-0.014462901494441627,0.014462901494441627,0.0029010957406554916,250.31302707504784,11.473951247558256
21,-0.015371145850081702,0.015371145850081702,0.0031673444726528915,240.61735925416025,11.281809356095257
22,-0.01612885688120358,0.01612885688120358,0.003443401098823318,232.04996792009374,11.090957806157578
23,-0.016817836019646926,0.016817836019646926,0.0037174181626613524,224.91013752137434,10.934762661624704
24,-0.01738920157005519,0.01738920157005519,0.003962903279013937,219.76567813137927,10.834728410134483
