k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.022990964495728627,0.022990964495728627,0.0001600439347767474,530.9997347009152,1.1248136080879882
2,0.02215232516021387,0.02215232516021387,0.00016910032846658107,523.6697480441894,1.3001736353968016
3,0.020898249352470644,0.020898249352470644,0.00018276056282150613,510.82325853551265,1.709431066257215
4,0.019465614507642948,0.019465614507642948,0.00020870147036056448,492.8439152187394,2.4165417690613764
5,0.01799926058097734,0.01799926058097734,0.0002429494302918571,470.14445365988286,3.4799545958722535
6,0.01647661535147682,0.01647661535147682,0.00029460671331113313,444.33602225162974,4.816079909466232
7,0.015006717451491125,0.015006717451491125,0.0003620634970970618,417.2615385832024,6.040052592188724
8,0.0137154821109568,0.0137154821109568,0.00045766243465100904,390.2596768378254,7.053050636207313
9,0.01264571800820119,0.01264571800820119,0.0005988073418680974,364.2763085141854,7.792938868006792
10,0.01167188807940589,0.01167188807940589,0.0007667223168503098,339.28079555760013,8.298348453761282
11,0.010611972002060321,0.010611972002060321,0.0009328103588695991,316.1509619642127,8.670202949058375
12,0.00959742234607458,0.00959742234607458,0.0011139637337280052,295.10866044584384,8.934516379008306
13,0.008656914900964596,0.008656914900964596,0.0013107196630136111,276.0680759936216,9.053963939862934
14,0.007617241101181671,0.007617241101181671,0.0014989997420903822,259.163734095309,9.053324646990163
15,0.006545342388561137,0.006545342388561137,0.0016681034653853258,244.2841789489492,8.947787045070921
16,0.005482375506514647,0.005482375506514647,0.00182907640480777,231.20826447187352,8.769211175426827
17,0.004467533626045683,0.004467533626045683,0.0020052257333977577,219.55336050275554,8.573085196010775
18,0.003504507622019981,0.003504507622019981,0.0022109023476598213,209.4009006281552,8.398240786187841
19,0.002648305220460445,0.002648305220460445,0.002411410427590224,200.48167893093108,8.25229354840287
20,0.0017222101867078177,0.0017222101867078177,0.0025712454957648343,192.75162677482666,8.115178950656995
21,0.0009344601807063091,0.0009344601807063091,0.002733393411242343,186.28074186381468,7.999762587334075
22,0.00024317514266036788,0.00024317514266036788,0.002894571766484307,181.03001725091897,7.88463840272884
23,-0.00029891795923980835,0.00029891795923980835,0.003033749553821294,177.06058532240314,7.781222863372108
24,-0.0006189304692260089,0.0006189304692260089,0.003132671319638396,174.7134190164208,7.721185067327385
