k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.02290935135540123,0.02290935135540123,0.0001579881091266522,531.0235708100071,1.1221008252496527
2,0.022073336731021853,0.022073336731021853,0.00016440546313919579,523.8414522034925,1.2964720129102134
3,0.02084922612559842,0.02084922612559842,0.00017567348306657095,511.3623604816463,1.7037982087092856
4,0.019453428459367317,0.019453428459367317,0.00019677266431457414,493.93809410865435,2.3907363564052297
5,0.01801889852348787,0.01801889852348787,0.00022461886928255658,471.8820876312069,3.4205156119284825
6,0.016576458363090074,0.016576458363090074,0.0002662697642397274,446.6495091577455,4.714433759676801
7,0.015183465843251087,0.015183465843251087,0.00031996617318042153,420.0770208343159,5.919398144444549
8,0.013967671583486274,0.013967671583486274,0.00039616802828770905,393.59538869713305,6.936855852605177
9,0.012954691628002835,0.012954691628002835,0.000510107544900977,368.0446671738075,7.692629569640661
10,0.012038846296812677,0.012038846296812677,0.0006450858279779421,343.4501292993459,8.215874294138416
11,0.011036679391048632,0.011036679391048632,0.0007758800210635795,320.68834970512364,8.60143780248404
12,0.010170896230005833,0.010170896230005833,0.0009257433955802728,299.81672634328095,8.88839303925621
13,0.009351377144408424,0.009351377144408424,0.0010908989830796347,280.9354973969287,9.032117939219845
14,0.00842993311682566,0.00842993311682566,0.0012506503891138532,264.0997748408348,9.049878825275558
15,0.007482429126855428,0.007482429126855428,0.0013969094066729746,249.24573857141127,8.956923306780796
16,0.006575741593766005,0.006575741593766005,0.001539839675170171,236.11258528735272,8.784260819720227
17,0.00571958134143119,0.00571958134143119,0.0016952252410457895,224.39547259345326,8.591703842895788
18,0.0049059236236815296,0.0049059236236815296,0.0018759082469126025,214.18600458845154,8.418499443529646
19,0.004191314588775585,0.004191314588775585,0.0020531312222270676,205.1920948988155,8.27550618747105
20,0.0033960374707096563,0.0033960374707096563,0.002198453700033303,197.38515601563626,8.141054522930139
21,0.0027130686466714793,0.0027130686466714793,0.002344111210445194,190.90360831341403,8.030807036176666
22,0.0020963981690836353,0.0020963981690836353,0.0024849644381588548,185.6952270118147,7.916894709671403
23,0.0016070705627402315,0.0016070705627402315,0.0026050026208202736,181.7443332949021,7.816474888241469
24,0.0013136137051066865,0.0013136137051066865,0.002689555664167756,179.41352031506827,7.761889106825991
