k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.016646421691356772,0.016646421691356772,0.00010712186280696252,531.8277926591547,1.1372684884556992
2,0.015663155716354238,0.015663155716354238,0.00011442700654558086,527.5904091038772,1.422503745903766
3,0.014149353260431097,0.014149353260431097,0.0001268955177822103,520.345450660111,1.9945965952824136
4,0.012386297608056429,0.012386297608056429,0.00014579755247251077,509.8417779300345,2.7267764768902163
5,0.010545380790193515,0.010545380790193515,0.00017116061208589603,495.89714799361263,3.5746139621566946
6,0.008683559192814161,0.008683559192814161,0.00020465026838256825,479.13711193649624,4.55714672968443
7,0.006833629786203388,0.006833629786203388,0.0002471162753648754,460.0227500215973,5.732758657751157
8,0.0050056750858298305,0.0050056750858298305,0.0003040321828973433,439.93099557833364,6.813483089919257
9,0.0031601239124118274,0.0031601239124118274,0.000372045061141078,420.05293183457644,7.509263165331667
10,0.0013234433884823371,0.0013234433884823371,0.0004415677654067101,400.06213877088595,7.935535761588068
11,-0.0003728415785340111,0.0003728415785340111,0.0005247927191814991,379.9752184852089,8.305220228946915
12,-0.002005135312498574,0.002005135312498574,0.0006187436057655635,360.5093550495029,8.596001142523841
13,-0.003606766055253008,0.003606766055253008,0.0007205681311230449,341.9374784841956,8.806263116651358
14,-0.005126309677377039,0.005126309677377039,0.0008299466788240067,324.31455691723795,8.94702379213365
15,-0.006635528256766721,0.006635528256766721,0.0009461143573514187,307.7644250167932,9.025066605440125
16,-0.008073215804004219,0.008073215804004219,0.0010711045790488588,292.2515400426824,9.042730396902838
17,-0.009470559345127416,0.009470559345127416,0.0012006566973440033,277.91623973507325,9.003551825842914
18,-0.010747809162582,0.010747809162582,0.0013360533742124566,264.86701718399354,8.906961341458848
19,-0.01196454087601051,0.01196454087601051,0.0014769229967762489,252.98068242034552,8.769248408153246
20,-0.01311324556451221,0.01311324556451221,0.0016124532927158709,242.2039916798109,8.615340679521415
21,-0.014122459162597911,0.014122459162597911,0.0017439334243080095,232.76346153010508,8.450553916125624
22,-0.015115832041638688,0.015115832041638688,0.0018570691277255058,224.64175772609173,8.293603792754192
23,-0.01586917861966408,0.01586917861966408,0.0019605287230366067,217.97443418755648,8.15283690423055
24,-0.016457084122109333,0.016457084122109333,0.0020380845610177972,213.5617426649538,8.050772673760774
