k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.0015388270856158126,0.0015388270856158126,0.00010813394857485731,230.92991377112813,1.2260667670836538
2,0.00046900930919946404,0.00046900930919946404,0.00014312111495954233,229.09030896851453,1.6418882578322065
3,-0.000829771806984736,0.000829771806984736,0.00020286992978271745,226.624183674285,2.1438397904015885
4,-0.002168255472622782,0.002168255472622782,0.00028404915768114476,223.5237825398924,2.586297708157306
5,-0.00353269190864558,0.00353269190864558,0.00039277230402739256,219.81638264497855,2.9811303196916965
6,-0.004819565387996105,0.004819565387996105,0.0005364147322558646,215.25541568735707,3.4335531766482728
7,-0.006070851937513666,0.006070851937513666,0.000717067930692402,210.3451670216113,3.9045821293996155
8,-0.007285987242873437,0.007285987242873437,0.0009296383005120741,205.32678895985205,4.342644787624018
9,-0.008416273370867366,0.008416273370867366,0.0011885694029038813,200.28614716079687,4.733787655327296
10,-0.009519100530938296,0.009519100530938296,0.00149145909220585,195.24117234428576,5.07639283068517
11,-0.010602519438441815,0.010602519438441815,0.0018363625119472357,190.25976823685298,5.374410300024777
12,-0.01166863396413742,0.01166863396413742,0.002218715596308457,185.33286171929706,5.630111894338945
13,-0.012690209328154567,0.012690209328154567,0.002657887518857399,180.49270928036492,5.846246194251162
14,-0.013679386735968357,0.013679386735968357,0.0031442511383658156,175.72595519105255,6.026365636126539
15,-0.014622401197449397,0.014622401197449397,0.0036769461987651887,171.05594283482242,6.173486849841489
16,-0.015520795999191761,0.015520795999191761,0.004255118315864317,166.5506675019554,6.29153027336563
17,-0.016361801734678827,0.016361801734678827,0.004881628870662564,162.24448051377064,6.381570113955788
18,-0.017201828963421817,0.017201828963421817,0.00554560838622181,158.13638212405027,6.440226047158174
19,-0.018099256474140013,0.018099256474140013,0.0062095108215432975,154.189666578581,6.47806460693421
20,-0.019019422342118397,0.019019422342118397,0.006882448365649102,150.50892814906206,6.4986839489035875
21,-0.019995383432497738,0.019995383432497738,0.00749461744652928,147.03766726991373,6.502897526795865
22,-0.020852407296004793,0.020852407296004793,0.008145612810251165,143.84823613914094,6.4970728518553225
23,-0.02155291321659525,0.02155291321659525,0.00883251986285088,141.0613715081792,6.485236906096582
24,-0.022411172233811394,0.022411172233811394,0.009443984708192282,139.0499423011314,6.463969813362627
