k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.0057917529730288075,0.0057917529730288075,0.00013996728664501356,230.74149985151016,1.2636341703853455
2,0.005114021044860806,0.005114021044860806,0.00018074638580996727,228.5754763227216,1.7296417875065724
3,0.004222362627132936,0.004222362627132936,0.00024603349142707297,225.61609111466933,2.2747172909799667
4,0.003174111683142966,0.003174111683142966,0.0003326852295960722,221.97609305961163,2.7467092883433812
5,0.002102086296305039,0.002102086296305039,0.00044784542401063557,217.65517490275775,3.1287593660078157
6,0.0010300352448089356,0.0010300352448089356,0.0005938097764400324,212.66333907617658,3.4514966642559695
7,0.0001398060586323968,0.0001398060586323968,0.0007724538724372332,206.92041556614677,3.758448979731315
8,-0.0006691255939174079,0.0006691255939174079,0.0009813841189626421,200.5916938614267,4.097402699345151
9,-0.001409807649888739,0.001409807649888739,0.001231223411095231,193.8905170883333,4.467864679795328
10,-0.0020239624073695728,0.0020239624073695728,0.0015187118647221557,187.11420223346664,4.823147425698677
11,-0.0025102751797684286,0.0025102751797684286,0.0018527080487371174,180.6602135422866,5.099699665052883
12,-0.002938346928902824,0.002938346928902824,0.0022329608989398128,174.39436617681903,5.305955000626044
13,-0.0033114135205215556,0.0033114135205215556,0.0026736774518302427,168.37050368430974,5.4609822890563535
14,-0.0036214259251785563,0.0036214259251785563,0.0031702710918138284,162.53962073639167,5.57159765062534
15,-0.0038878416904770674,0.0038878416904770674,0.003726460538355243,156.9289056193276,5.644405331471128
16,-0.004122861834983782,0.004122861834983782,0.004341391489173974,151.5822345828861,5.686413561598896
17,-0.0043436314287989,0.0043436314287989,0.005019360287092409,146.5047255604742,5.705346054262978
18,-0.0045731353116819085,0.0045731353116819085,0.005739970807825566,141.7943270467511,5.692770201626085
19,-0.0048986232978039945,0.0048986232978039945,0.006480345527511198,137.36287075646675,5.6632131920197
20,-0.005298223222278131,0.005298223222278131,0.007201947924589489,133.2323577245113,5.618880825894731
21,-0.005711186373802191,0.005711186373802191,0.007873130737625546,129.37178621772995,5.5643831700598705
22,-0.005945745852626971,0.005945745852626971,0.00859942744705624,125.88165102927735,5.511394843390028
23,-0.006144813762630319,0.006144813762630319,0.009339685213652272,123.00402169799888,5.473115532189867
24,-0.006339071257510098,0.006339071257510098,0.010024711587518295,120.96015868404277,5.452226309135966
