k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.02187427022913696,0.02187427022913696,0.0003493637167813849,230.8767466031136,1.1515346221950233
2,0.021164602266345478,0.021164602266345478,0.0003628822950156484,227.9906989285234,1.3060480676846078
3,0.02001219908482338,0.02001219908482338,0.0003820050496843851,223.36948112068893,1.5979563697296417
4,0.018604231156279627,0.018604231156279627,0.0004174055310947864,217.14879671970297,2.00338637045066
5,0.017103783106340364,0.017103783106340364,0.0004650805511812072,209.5263950092204,2.476988323827293
6,0.015542433791500387,0.015542433791500387,0.0005225923144463501,201.2323934409415,2.915641552588118
7,0.014057833091976335,0.014057833091976335,0.0005898136777267782,192.47957453862782,3.313335476344505
8,0.012729216714605085,0.012729216714605085,0.0006752329731892551,183.42953656694863,3.6859940608667885
9,0.011545554231287392,0.011545554231287392,0.000785061994393066,174.37466109052988,4.029018551643526
10,0.010568688638113832,0.010568688638113832,0.0009221704200914077,165.44014561507248,4.3235334380431825
11,0.009509910556880163,0.009509910556880163,0.0010783766541493987,157.1016054109823,4.517193817882656
12,0.008519138785411495,0.008519138785411495,0.001240711141646315,149.3183341604979,4.65467146596683
13,0.007602165904410485,0.007602165904410485,0.0014070082662324588,141.93369769014816,4.750960485141222
14,0.006539840380686002,0.006539840380686002,0.0015643056680171743,135.05150613559613,4.790125899821364
15,0.005553489916215959,0.005553489916215959,0.0017340572797410125,128.75814346503142,4.7909243579732586
16,0.004659784323256977,0.004659784323256977,0.0019203564584278755,123.03330396644117,4.759169481622169
17,0.0038315851027797,0.0038315851027797,0.0021250529912837726,117.80170641370103,4.708073991892228
18,0.0030008671416068555,0.0030008671416068555,0.0023325863322382033,113.18236773922214,4.63666979323416
19,0.002257809741360972,0.002257809741360972,0.002544297238196315,109.11841713782425,4.555636063314385
20,0.0015098817187354507,0.0015098817187354507,0.002741854969753328,105.62009018570693,4.467430400005224
21,0.0007710481485222465,0.0007710481485222465,0.0029272367220151206,102.77124501488399,4.384394171926124
22,3.308878204849597e-05,3.308878204849597e-05,0.0030952498890483237,100.49186497350333,4.297597502948772
23,-0.0005777803266976966,0.0005777803266976966,0.00322259349592154,98.74767556222938,4.218098699031497
24,-0.001024179860905361,0.001024179860905361,0.0032937912157589046,97.76110046404823,4.177047609810495
