k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.021908853106956117,0.021908853106956117,0.00029891416621079757,231.2328280962309,1.1429138413545372
2,0.02095583831834036,0.02095583831834036,0.00031649403657360564,228.94541216142562,1.250449178179031
3,0.019580961672936437,0.019580961672936437,0.00035756413372267995,224.32319557135787,1.5658495673926354
4,0.017872185752376035,0.017872185752376035,0.0004151304012188918,217.46978808856684,2.041413646104865
5,0.015778076650582062,0.015778076650582062,0.00048146301361969707,209.05872518390782,2.5049753409394624
6,0.013607420181510732,0.013607420181510732,0.0005666074086665675,199.27807391126498,3.0633257343190174
7,0.01126333735032825,0.01126333735032825,0.0006699624235133098,188.9792323870384,3.5882491757980697
8,0.008842962775787111,0.008842962775787111,0.0007929923882411088,178.70673500063234,4.029765000543224
9,0.006368218866948827,0.006368218866948827,0.0009443511971007017,168.65927712732622,4.378426043253757
10,0.003956747872237654,0.003956747872237654,0.0011146912313095823,159.17113499198535,4.619950334397189
11,0.0014715778539459157,0.0014715778539459157,0.0013181434098365804,150.33378928925728,4.79639956269735
12,-0.0008666748880411523,0.0008666748880411523,0.0015567271576371125,142.0146425523438,4.919020977307575
13,-0.0030411506512135755,0.0030411506512135755,0.0018347002097276628,134.207338637109,4.989837539722063
14,-0.005070972860966028,0.005070972860966028,0.002158257997526076,126.81966619861063,5.018972128934117
15,-0.006799755483310577,0.006799755483310577,0.0025035604561808394,119.91351504535905,5.008814503345049
16,-0.008430863328067306,0.008430863328067306,0.002879943534780978,113.49096564481474,4.960721058161999
17,-0.009809410383976647,0.009809410383976647,0.003262205248005634,107.55595854181425,4.881719057448675
18,-0.011135199578580224,0.011135199578580224,0.0036402566657577065,102.18004861252373,4.779897094576191
19,-0.01233346982754957,0.01233346982754957,0.00402102439066302,97.36712602589515,4.6740593007056725
20,-0.013534901406619615,0.013534901406619615,0.004389402734038042,93.16572406250235,4.558353616344247
21,-0.014509831692491537,0.014509831692491537,0.004760759447769253,89.4493532571373,4.446006718598769
22,-0.01530453505269136,0.01530453505269136,0.00511466427170373,86.24330449937973,4.343660496849019
23,-0.015747566001131807,0.015747566001131807,0.005435934655325294,83.59690142921417,4.261998032803353
24,-0.01595859428856039,0.01595859428856039,0.005684153166790007,81.81411901032511,4.21597501106467
