k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.019752990176766794,0.019752990176766794,0.00026843769374512196,231.1498358562507,1.143534412247211
2,0.018972707731511274,0.018972707731511274,0.000282414167707437,228.4753141531456,1.2521765400062894
3,0.017928196081155368,0.017928196081155368,0.0003243203176285641,222.85901401135803,1.6135666982421748
4,0.01667889692945146,0.01667889692945146,0.00038943255180332536,214.40352721835424,2.1784088080686246
5,0.014975317022804635,0.014975317022804635,0.0004655212291418364,204.2066993228505,2.722564337575578
6,0.013112324719788737,0.013112324719788737,0.000559502273776391,192.72233446627607,3.343915720876858
7,0.01105300488295724,0.01105300488295724,0.0006703769694203327,180.82360382894413,3.9206520645100875
8,0.008781504716831035,0.008781504716831035,0.0007903453175976052,169.34192932891904,4.387008140334311
9,0.006412625324955901,0.006412625324955901,0.0009304692847156033,158.43385012333914,4.729829048227349
10,0.004085253352931084,0.004085253352931084,0.0010928085084593586,148.41726728936084,4.950555145148582
11,0.0016451424685971494,0.0016451424685971494,0.0012843579572797091,139.20808529139464,5.102695640006888
12,-0.0006429305893767001,0.0006429305893767001,0.0015131525719003548,130.5934313018655,5.192554052515762
13,-0.0028280823537359945,0.0028280823537359945,0.0017724840365271582,122.58491538169258,5.219413547918261
14,-0.004956873480524315,0.004956873480524315,0.002061248294857823,115.21423755069527,5.187332594670016
15,-0.006757462587316798,0.006757462587316798,0.0023786664986489283,108.37132132763182,5.122618995849
16,-0.00847029310390035,0.00847029310390035,0.002721973733045305,102.0239809552005,5.027610797937048
17,-0.009943176138796583,0.009943176138796583,0.003069644681938282,96.23324664320184,4.917150478055695
18,-0.011383596397761986,0.011383596397761986,0.003416052568413499,91.05687838996532,4.801548927806029
19,-0.012691679141425771,0.012691679141425771,0.003767310437952221,86.46860745179627,4.684417539774128
20,-0.013982963608915044,0.013982963608915044,0.004118909208626584,82.47853579389859,4.562275874589191
21,-0.014965397947107384,0.014965397947107384,0.004482439697999541,78.94743993254289,4.442112311824083
22,-0.01575710070110814,0.01575710070110814,0.004833500120759817,75.9244401777215,4.337747617696789
23,-0.01611686990071115,0.01611686990071115,0.005155976572994857,73.43312348688083,4.257113102600808
24,-0.016278674513706348,0.016278674513706348,0.005416024435099718,71.77596105084359,4.210507084700459
