k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.007974163402669321,0.007974163402669321,2.48564926972159e-05,966.969294381193,0.8536690516004452
2,0.0074551026351233896,0.0074551026351233896,3.5397622805462286e-05,951.7929494404998,2.8596674709867496
3,0.006673776683750021,0.006673776683750021,5.379900548362303e-05,927.4509588175004,5.68586888771655
4,0.0057513105075870374,0.0057513105075870374,7.956918438704343e-05,894.6849249784907,8.989702306311566
5,0.004711877019502375,0.004711877019502375,0.00011358352600210564,856.3554745299103,12.534168778132708
6,0.003618693252889771,0.003618693252889771,0.00015832480317719912,815.2218671087292,15.669034391253797
7,0.0025156173134901483,0.0025156173134901483,0.00021597470102404338,773.5558441815447,18.184308263706885
8,0.0013710526242628474,0.0013710526242628474,0.0002843539939390596,732.439166654788,20.149838476964064
9,0.00022431811930345713,0.00022431811930345713,0.00036573594161274866,692.3197960495958,21.606856265104753
10,-0.0008611208022625272,0.0008611208022625272,0.0004602534641213603,653.5748898274445,22.63287542229411
11,-0.0019307801469412578,0.0019307801469412578,0.0005658965195698656,616.7720362388613,23.311107060230132
12,-0.002964397801453633,0.002964397801453633,0.0006840945607357597,581.9605178336884,23.711642247573803
13,-0.00395604759605539,0.00395604759605539,0.0008149156125084325,549.0414097645934,23.878316324107168
14,-0.004949706168457801,0.004949706168457801,0.0009558889350999416,518.1395018573974,23.858095589124158
15,-0.005915216464710937,0.005915216464710937,0.0011124073182113027,489.53092217728755,23.697110755510824
16,-0.006862067582725118,0.006862067582725118,0.0012817709900937876,463.5317401327182,23.412248054545575
17,-0.007744851244490647,0.007744851244490647,0.0014625184753884353,439.47142330668555,23.04797405209535
18,-0.008531916029128728,0.008531916029128728,0.00166080558896421,417.21224850169153,22.62465561550429
19,-0.00923538488753528,0.00923538488753528,0.001877746698308624,396.726788203416,22.16798673666021
20,-0.009873888839423306,0.009873888839423306,0.0021077820705367144,377.9101746601123,21.69502734369276
21,-0.010459389578046374,0.010459389578046374,0.002341099894796623,360.9216430395496,21.22808884549241
22,-0.010950168449609499,0.010950168449609499,0.0025750604280207995,345.9359416737667,20.798549178492866
23,-0.01144152186260372,0.01144152186260372,0.002797121470868653,333.4321630196117,20.432703498986005
24,-0.011779773347569411,0.011779773347569411,0.002993251968977025,323.79503871942507,20.197004080630858
