k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.010302266464496834,0.010302266464496834,2.968694153711767e-05,967.8312573112984,0.7553776613355734
2,0.009621956449848423,0.009621956449848423,3.683485835703151e-05,955.2345329370355,2.4880881103401102
3,0.008620636238031776,0.008620636238031776,5.0278290441983895e-05,934.8640167234219,4.921783604299805
4,0.00743111650870365,0.00743111650870365,6.974738292487422e-05,907.8743664567182,7.663254522375053
5,0.006129965049358366,0.006129965049358366,9.504033508734692e-05,875.2677873567693,10.393561456306633
6,0.004796746361860893,0.004796746361860893,0.0001298840447818805,838.3286409339287,12.987498993860244
7,0.003480289352683852,0.003480289352683852,0.0001736738405939844,798.2165764370375,15.357284287610414
8,0.0022274682575809113,0.0022274682575809113,0.0002274901271252541,755.823666123365,17.54634134212499
9,0.000991531716605265,0.000991531716605265,0.0002937261023679473,713.7184014198058,19.36529984458999
10,-0.00013854433474236316,0.00013854433474236316,0.00037648580579224583,672.8527246633369,20.7072945853371
11,-0.0011492169273449315,0.0011492169273449315,0.0004768621042764658,633.6363015016572,21.64946046995814
12,-0.0021194535675984616,0.0021194535675984616,0.0005875914963136559,596.135422645006,22.130150529975214
13,-0.0030540565696646205,0.0030540565696646205,0.0007090336871221966,560.4133494729435,22.375948851102482
14,-0.003920285324010453,0.003920285324010453,0.0008425748849749062,526.5039860853378,22.459360198009602
15,-0.004778314220285296,0.004778314220285296,0.0009892555050878685,495.5872300121503,22.350469403280524
16,-0.005611062609319539,0.005611062609319539,0.001152147168536236,466.98204230616636,22.126852054921734
17,-0.006393820997046773,0.006393820997046773,0.0013272281436498695,440.64123297785216,21.806627985050433
18,-0.00708504584207259,0.00708504584207259,0.0015204893966213407,416.55320051799316,21.443966076386562
19,-0.007736684460093235,0.007736684460093235,0.0017304822869121043,394.9858073707934,21.074565713922638
20,-0.008396963042688554,0.008396963042688554,0.0019483606142672446,375.899897520958,20.645658080426617
21,-0.009005733157609108,0.009005733157609108,0.002164079047599782,358.7579935908789,20.232610253132332
22,-0.009526748043348299,0.009526748043348299,0.0023734157027193578,343.88250145861974,19.818973106673972
23,-0.009942363933716947,0.009942363933716947,0.002570507190710904,331.5104886962391,19.459520072191243
24,-0.010269247230131784,0.010269247230131784,0.0027254179246864727,322.53627498353865,19.199646980401038
