k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.010005005915388887,0.010005005915388887,2.708738861594029e-05,968.235526929182,0.7010536331061753
2,0.009254203527093496,0.009254203527093496,3.2589337513275096e-05,957.1146089158241,2.307503287205377
3,0.008238519644360176,0.008238519644360176,4.273944801332428e-05,939.5970355019679,4.592513970097222
4,0.00706483751308018,0.00706483751308018,5.79671394262595e-05,916.8750331354931,7.21281409450935
5,0.005806154270894814,0.005806154270894814,7.784838458991989e-05,890.0707329049725,9.868785294052921
6,0.004562358652541176,0.004562358652541176,0.00010377614053390354,860.3097389189033,12.352278133077494
7,0.003333182384979594,0.003333182384979594,0.00013544291879397902,828.5479700240134,14.533697581993367
8,0.0021279546144830075,0.0021279546144830075,0.00017349339424632085,795.6348106908192,16.369134390914045
9,0.0009616159060635843,0.0009616159060635843,0.00021783163944150022,762.3048610761651,17.872170190658753
10,-0.00012132335863268562,0.00012132335863268562,0.0002692713830334969,728.788755684882,19.045647696488448
11,-0.001152336419478317,0.001152336419478317,0.00032651527184822827,696.0162438963144,19.9349747977716
12,-0.002127342447562519,0.002127342447562519,0.0003883300415519363,664.0208232165201,20.56112120624135
13,-0.0030485834451188243,0.0030485834451188243,0.0004551872738555842,632.8864065592046,20.9719493719367
14,-0.003912501825490411,0.003912501825490411,0.0005284004199874067,602.9319831807599,21.203359705053774
15,-0.004718278792534614,0.004718278792534614,0.0006083997478618677,574.4936127161561,21.297450474425606
16,-0.005475373177158849,0.005475373177158849,0.0006957009677600477,547.6302264512861,21.278115133157886
17,-0.006213246183370047,0.006213246183370047,0.0007887274526499879,522.8073864922465,21.181182829532844
18,-0.0069012502037981704,0.0069012502037981704,0.0008894716151720581,499.799338477937,21.031165131803053
19,-0.0075684541804623695,0.0075684541804623695,0.0009968811501258168,478.6978610201136,20.84888899447153
20,-0.008224860895912123,0.008224860895912123,0.001104675737498995,459.4710864158402,20.626027689251963
21,-0.008837843171144222,0.008837843171144222,0.001214435505642943,442.0957036822334,20.379294395232193
22,-0.00937733746379299,0.00937733746379299,0.001327719514445116,427.12417713011865,20.15567182260143
23,-0.009850352363725556,0.009850352363725556,0.0014399070506096554,414.558075372823,19.997052198705973
24,-0.010236171858527987,0.010236171858527987,0.0015465424083469343,405.210916603375,19.95593559133856
