k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.02520351687792166,0.02520351687792166,6.67860997246506e-05,969.0245263280124,0.39359898362066825
2,0.024379102771344585,0.024379102771344585,7.07382918040283e-05,957.554543519306,1.1223584861817435
3,0.023107503502113325,0.023107503502113325,7.778951548801837e-05,935.895110705181,2.189763567744268
4,0.021546325007755662,0.021546325007755662,9.046117675218892e-05,902.5961531518755,3.550506495890643
5,0.019896852498163864,0.019896852498163864,0.00010963837650504354,856.5139945467474,5.642981162639928
6,0.018222916191875105,0.018222916191875105,0.00013957596588366414,801.7346544638547,8.283879819813144
7,0.016523856337208986,0.016523856337208986,0.00017935143495300437,742.7351891148159,10.771539249179932
8,0.014812501134368605,0.014812501134368605,0.000228174442721504,683.6198891136323,12.735030844731124
9,0.01313368908990642,0.01313368908990642,0.0002930472934915254,626.9120276089795,14.212890776805171
10,0.011582259465224731,0.011582259465224731,0.00037662388893993363,573.7734445379108,15.104638473021945
11,0.010145120946955521,0.010145120946955521,0.0004788225043098233,525.1684041890322,15.579043189794215
12,0.008936989071769874,0.008936989071769874,0.0006072407151614609,480.92411056520194,15.77707048139373
13,0.007891815604963104,0.007891815604963104,0.0007689777078434252,441.21267351470743,15.605442588364589
14,0.006792679651198896,0.006792679651198896,0.0009468890397557036,405.9287559965104,15.198990490366505
15,0.0055848614450457745,0.0055848614450457745,0.0011133614442868668,374.8204881708469,14.63189697203801
16,0.004545003890806698,0.004545003890806698,0.0012988974758230145,346.9986526952958,14.072512601754935
17,0.003773574359734133,0.003773574359734133,0.0015230528229067649,322.43870850308156,13.519730091401822
18,0.003081093030287918,0.003081093030287918,0.0017646026506177037,301.0801482155624,12.968309809706005
19,0.0025144686160387675,0.0025144686160387675,0.002019456341218276,282.33958284434937,12.44074889596718
20,0.002011427159390511,0.002011427159390511,0.00226568650309952,266.13889524357984,11.947209098280313
21,0.0016251161327581753,0.0016251161327581753,0.0025132597200320647,252.34367068946875,11.519576875657629
22,0.0013700264644674887,0.0013700264644674887,0.002772396463884271,241.2185120424312,11.162331238569491
23,0.0012245300188628017,0.0012245300188628017,0.0030413438231547464,232.85871034215182,10.877417723775386
24,0.001173209101308581,0.001173209101308581,0.0032690320612632114,227.5737808926615,10.703681889038194
