z_seed,z_label,z_star,n,h,bias,abs_bias,variance,sd_errorbar,mean_estimate,true_value,behavior_value,value_gap,embedding_ess_mean,is_ess_mean,z_dist_mean,z_dist_p90
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,100.0,0.3981071705534972,0.01574077252788625,0.01574077252788625,0.006038006239782516,0.07770460887091908,0.39861019158754274,0.3828694190596565,0.4034210037827318,-0.020551584723075333,13.15486972558736,12.930094966194536,1.5989985331802639,2.477439440517645
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,200.0,0.3465724215775732,0.006832043543118338,0.006832043543118338,0.0035176684244907384,0.059309935293260424,0.38970146260277483,0.3828694190596565,0.4034210037827318,-0.020551584723075333,18.532132599217398,18.167040865649447,1.5936293841126203,2.4895065686552216
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,300.0,0.3195771718380609,0.004256671302721227,0.004256671302721227,0.003498212401871666,0.05914568793979546,0.3871260903623777,0.3828694190596565,0.4034210037827318,-0.020551584723075333,22.22132124101796,21.534796244397363,1.5942475555640099,2.4833181630012158
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,500.0,0.2885399811814427,0.009472742051969796,0.009472742051969796,0.0027366151524209964,0.05231266722717354,0.3923421611116263,0.3828694190596565,0.4034210037827318,-0.020551584723075333,28.535614614356668,27.10823206115391,1.5918765328220932,2.4863465204562822
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,700.0,0.26976176347003633,0.012904697737507187,0.012904697737507187,0.0033506404145133587,0.0578847165883479,0.3957741167971637,0.3828694190596565,0.4034210037827318,-0.020551584723075333,32.85398305961871,30.970082320016747,1.5919894509445034,2.487797030848719
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,1000.0,0.251188643150958,0.014073584483711654,0.014073584483711654,0.002672410651354277,0.05169536392515558,0.39694300354336814,0.3828694190596565,0.4034210037827318,-0.020551584723075333,38.589654145695,36.57767488763422,1.593054631128991,2.490384326135023
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,1500.0,0.23162303512385887,0.011660400768515766,0.011660400768515766,0.0018414689433421435,0.04291234022215688,0.39452981982817226,0.3828694190596565,0.4034210037827318,-0.020551584723075333,45.91583377460802,43.06170022409125,1.5945717530651617,2.496991440843433
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,2000.0,0.2186724147886556,0.011080176092047811,0.011080176092047811,0.0013533301412298013,0.03678763571133379,0.3939495951517043,0.3828694190596565,0.4034210037827318,-0.020551584723075333,52.967867497005116,48.99116863238337,1.5948563625467478,2.49554691088717
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,3000.0,0.20163956369943328,0.010013985901759448,0.010013985901759448,0.0009977902819966993,0.03158781856976989,0.39288340496141594,0.3828694190596565,0.4034210037827318,-0.020551584723075333,63.88380331245518,59.34405401622255,1.595254704137669,2.498224042881158
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,5000.0,0.18205642030260802,0.010655823037337475,0.010655823037337475,0.0008135726562827585,0.028523195057404745,0.39352524209699397,0.3828694190596565,0.4034210037827318,-0.020551584723075333,79.3577040564161,73.84362049585664,1.5952402696763428,2.4983694663130738
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,7000.0,0.1702081659213481,0.013205051760199926,0.013205051760199926,0.0009891305897325572,0.031450446574453554,0.3960744708198564,0.3828694190596565,0.4034210037827318,-0.020551584723075333,91.26817959620628,82.53903350279992,1.5956984129245997,2.4996855010620527
20260431,"$z_\star=(0.377,-0.584,0.958)$",0.37719323;-0.58399787;0.95830712,10000.0,0.15848931924611134,0.013631685791318904,0.013631685791318904,0.0007826119356328239,0.02797520215535223,0.3965011048509754,0.3828694190596565,0.4034210037827318,-0.020551584723075333,106.2748590174966,95.13019147428021,1.596025073375727,2.4997352085676523
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,100.0,0.3981071705534972,0.017309973605391993,0.017309973605391993,0.0053174168625172,0.07292062028340955,0.5813843587884271,0.5640743851830351,0.5895104846258948,-0.02543609944285974,13.5152970409947,13.244351189606428,1.591229137356088,2.460980036802137
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,200.0,0.3465724215775732,0.018722927527718758,0.018722927527718758,0.004857561113617905,0.0696962058767757,0.5827973127107539,0.5640743851830351,0.5895104846258948,-0.02543609944285974,18.83935432705955,18.32867334304084,1.592012358160126,2.489938853140673
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,300.0,0.3195771718380609,0.017045039555972696,0.017045039555972696,0.0035999359629759085,0.05999946635575944,0.5811194247390078,0.5640743851830351,0.5895104846258948,-0.02543609944285974,23.237511084967952,22.695900352562084,1.597026130433654,2.4936577292928277
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,500.0,0.2885399811814427,0.011411605242601763,0.011411605242601763,0.003288513148071395,0.05734555909633626,0.5754859904256369,0.5640743851830351,0.5895104846258948,-0.02543609944285974,29.33356291439141,28.209862630853944,1.5937600703893104,2.4891476139950086
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,700.0,0.26976176347003633,0.011480516362556314,0.011480516362556314,0.00219482725635842,0.04684898351467639,0.5755549015455914,0.5640743851830351,0.5895104846258948,-0.02543609944285974,33.96571122113107,32.32497235655582,1.5920743795405532,2.4925455930581037
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,1000.0,0.251188643150958,0.014322562331000488,0.014322562331000488,0.002045288649582047,0.04522486760159777,0.5783969475140356,0.5640743851830351,0.5895104846258948,-0.02543609944285974,39.95473144656766,37.96506925763551,1.5928858016818341,2.4955746276339403
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,1500.0,0.23162303512385887,0.0176227438037726,0.0176227438037726,0.0022359944998979874,0.04728630351272964,0.5816971289868077,0.5640743851830351,0.5895104846258948,-0.02543609944285974,47.70120594293097,44.19740733783457,1.5949587851292422,2.4996841266352448
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,2000.0,0.2186724147886556,0.02001335405132665,0.02001335405132665,0.0021661656615986078,0.04654208484370471,0.5840877392343617,0.5640743851830351,0.5895104846258948,-0.02543609944285974,54.1730475326875,49.55107709557267,1.5951621989750115,2.4999532205380266
