k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.004853435823441665,0.004853435823441665,3.0183573447859163e-05,781.268207645406,1.1877385279496673
2,0.004216363209826213,0.004216363209826213,3.99178266678712e-05,771.7618043883953,2.7343074013375306
3,0.0033484860101502534,0.0033484860101502534,5.602302950586243e-05,757.2426371692106,4.907422319249272
4,0.002370345270451657,0.002370345270451657,7.894099638083912e-05,739.0296056056168,7.216714797145066
5,0.0013161260363160343,0.0013161260363160343,0.0001090418044560895,718.2600308218254,9.412453994490344
6,0.0002482909237491171,0.0002482909237491171,0.00014770840746332597,695.6643644861672,11.368079874104449
7,-0.0008216905871426539,0.0008216905871426539,0.0001951507575346706,671.9201360351929,13.057481463314245
8,-0.0019079662829272204,0.0019079662829272204,0.0002496962866830735,647.4886256431348,14.490256007679113
9,-0.002975539579740838,0.002975539579740838,0.00031224426693366955,622.5099394680024,15.679537156140633
10,-0.0039665765268077635,0.0039665765268077635,0.0003848273421128546,597.4738325922488,16.68093102542846
11,-0.004919997390898878,0.004919997390898878,0.00046681111280313736,572.9491563556169,17.516210820797617
12,-0.005848940220374743,0.005848940220374743,0.0005565195724435561,549.0296223725013,18.186637139406972
13,-0.006767559907568943,0.006767559907568943,0.0006557877013538006,525.9870360483453,18.700755021920976
14,-0.007680141848569577,0.007680141848569577,0.0007633995128533464,503.78012103976215,19.063669480044396
15,-0.00855735127114543,0.00855735127114543,0.0008802738660587616,482.65034390919027,19.299463215763293
16,-0.009387579229574228,0.009387579229574228,0.001006937459179233,462.61349895068025,19.420555800168213
17,-0.010197476795573146,0.010197476795573146,0.0011408117416616742,443.53895526762665,19.448996390505794
18,-0.010969603819044549,0.010969603819044549,0.0012836342313994214,425.5628769943234,19.406307253793674
19,-0.01172943369610735,0.01172943369610735,0.0014356162836540998,408.78572715415083,19.319704143921825
20,-0.012449577329941897,0.012449577329941897,0.0015944867099293193,393.0602349470849,19.1979557332297
21,-0.01313259300741687,0.01313259300741687,0.0017578381843088116,378.60003409419846,19.055145917313517
22,-0.013711007261247743,0.013711007261247743,0.0019257650822090615,365.5321933832314,18.905715851726086
23,-0.014267539660287154,0.014267539660287154,0.002093087184746404,354.0771179683505,18.75965917269479
24,-0.014689429226561024,0.014689429226561024,0.002259341216098566,344.8308580259171,18.69228326969284
