k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.008774064458063946,0.008774064458063946,3.4274248588466825e-05,781.8134448919913,1.0983225029998716
2,0.007974974303416538,0.007974974303416538,4.115220681666702e-05,773.6824666787227,2.3559115760456035
3,0.006888706903468211,0.006888706903468211,5.3380664379408456e-05,760.9490933965604,4.23371672888433
4,0.005633427289927995,0.005633427289927995,7.093397282695923e-05,744.541004156499,6.295261847713971
5,0.004325753814156341,0.004325753814156341,9.40465236829938e-05,725.1565553766847,8.292702130592932
6,0.002999808089342748,0.002999808089342748,0.0001245239260914728,703.8151600801871,10.096536765038609
7,0.0017091419156344267,0.0017091419156344267,0.00016228564199042636,680.7993591433572,11.649508353737508
8,0.00047455804423957026,0.00047455804423957026,0.000207334770224997,656.5743186797603,12.949356598642867
9,-0.0007253962544151449,0.0007253962544151449,0.0002603855491869252,631.5359308251598,14.018473392789952
10,-0.0018405703639885473,0.0018405703639885473,0.00032263945648716317,606.0424019502414,14.895498977460605
11,-0.00289663591913647,0.00289663591913647,0.0003923430392277223,580.580051283757,15.59322716245616
12,-0.003910211939958996,0.003910211939958996,0.0004686478154524109,555.4000715425208,16.130466284934123
13,-0.004891629207639858,0.004891629207639858,0.0005507481261473173,530.8791085758255,16.53662693186631
14,-0.005795602927249122,0.005795602927249122,0.0006412847508886856,507.1289107343926,16.82061654952743
15,-0.006635143752953709,0.006635143752953709,0.000739038097758774,484.6914508176936,16.967674279035844
16,-0.007432190723353771,0.007432190723353771,0.0008445061649996559,463.4047041070432,17.02555306751002
17,-0.008196617751472624,0.008196617751472624,0.0009562649845265634,443.5329676901853,17.008048268624016
18,-0.008908763181072366,0.008908763181072366,0.0010766267178976621,425.09327198226254,16.93872137193336
19,-0.009609541693820445,0.009609541693820445,0.001204535826596096,408.2631410664386,16.832318794145916
20,-0.010280982420917129,0.010280982420917129,0.0013342167645729367,392.70655552306846,16.682475270028046
21,-0.010944093990152837,0.010944093990152837,0.001469897671628749,378.6284448837373,16.521711077510933
22,-0.011479887093922003,0.011479887093922003,0.001608164519744441,365.9457226619284,16.380856560477536
23,-0.011947474869755226,0.011947474869755226,0.001749671383799856,355.4747744266137,16.292480232513437
24,-0.01235205976647491,0.01235205976647491,0.001884810254304622,348.11521525041434,16.267037300739638
