k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.024514620680790244,0.024514620680790244,8.731272615593389e-05,782.221811887319,0.8863687877667247
2,0.02374913227282205,0.02374913227282205,9.37261252296854e-05,773.1983675640142,1.2398744106956117
3,0.022499776368457014,0.022499776368457014,0.00010647047872430294,756.279986828374,1.984091263956817
4,0.021012587001615568,0.021012587001615568,0.00012654427216557233,730.443618566325,3.074032809671598
5,0.019321605444670875,0.019321605444670875,0.0001535221337935412,696.7708450821364,4.459084656268103
6,0.017603359175931033,0.017603359175931033,0.00019011496736768237,656.6433004552856,6.022448002968503
7,0.015871935916907387,0.015871935916907387,0.00023476627122107852,613.0790884654238,7.491802693860193
8,0.014220073773842712,0.014220073773842712,0.00028997259698839394,567.6251871423367,8.818801764633907
9,0.012632110580568012,0.012632110580568012,0.0003648574292341112,522.2533986276261,10.113961523558878
10,0.011203372113861465,0.011203372113861465,0.00046093841123998834,479.16573893955183,10.944277105532615
11,0.009882965721773274,0.009882965721773274,0.0005762331653630728,439.8781129830055,11.42259836894676
12,0.008705178100489763,0.008705178100489763,0.0007143498292093711,404.4910193011107,11.70938988568047
13,0.007656011659063822,0.007656011659063822,0.0008856462394403882,372.5591032437388,11.77734701468098
14,0.006583888214149347,0.006583888214149347,0.001076346193967156,344.0790070727437,11.656774132765628
15,0.005599941560767818,0.005599941560767818,0.0012766437449781977,318.63798829568657,11.415429286205724
16,0.004701637749330967,0.004701637749330967,0.0014877086663092607,295.91449758302196,11.113361596190039
17,0.004057994677354904,0.004057994677354904,0.0017338654142903666,275.72845897009495,10.780498817711923
18,0.0034749511933119814,0.0034749511933119814,0.0020053294048742606,258.07868394907206,10.464855477527367
19,0.003069779712065679,0.003069779712065679,0.002317076138185395,242.79237030185635,10.187603394040867
20,0.002825257160504191,0.002825257160504191,0.0026656843895172993,229.5220964763178,9.94696554340396
21,0.003009279252155439,0.003009279252155439,0.0031358028821424724,218.17441614007845,9.716519965166373
22,0.003368290760102366,0.003368290760102366,0.0037174176981732295,208.69356236143494,9.502541169852146
23,0.0036934803608202893,0.0036934803608202893,0.0042363157115011115,201.4075277530672,9.316546639228187
24,0.0038609867490690952,0.0038609867490690952,0.00460929792657432,196.7930343488363,9.198146820313022
