k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,-0.011475119800329794,0.011475119800329794,2.055010995559777e-05,775.6223852499891,0.8756057439222531
2,-0.01150566879487401,0.01150566879487401,2.141216902643214e-05,750.2183554764522,1.3356498773819427
3,-0.011470369414007933,0.011470369414007933,2.2897248903524742e-05,713.6617806507816,2.1005809872407974
4,-0.011297825715587698,0.011297825715587698,2.564950433018599e-05,670.7684687856922,2.922946787398926
5,-0.011015169063676444,0.011015169063676444,2.921900297534501e-05,625.725942964059,3.651459469557576
6,-0.01063086653525988,0.01063086653525988,3.432658947150632e-05,581.2611307103493,4.2493332095786585
7,-0.010227937041655866,0.010227937041655866,3.9430051652996306e-05,539.6299767779204,4.7321789515511465
8,-0.009705798315349956,0.009705798315349956,4.543095493932972e-05,502.0693922289121,5.1631475884388385
9,-0.009126543763349912,0.009126543763349912,5.2942820306947e-05,468.44417495274246,5.468541523542894
10,-0.008491379104712662,0.008491379104712662,6.252797614832697e-05,438.22917608569503,5.756855040511548
11,-0.007857341058604667,0.007857341058604667,7.124324479822751e-05,412.097507565684,5.89066939861841
12,-0.007156719006922732,0.007156719006922732,8.151773400691306e-05,388.5206421303472,6.01515567758497
13,-0.006413758226312752,0.006413758226312752,9.223454095436566e-05,367.07997419667674,6.062408638837324
14,-0.005657980477388788,0.005657980477388788,0.00010386944794121012,348.18684377717403,6.121676713229851
15,-0.004899424551248643,0.004899424551248643,0.00011525083072774405,331.83892738362493,6.231834584669082
16,-0.004154430611446866,0.004154430611446866,0.00012846744276692114,317.45275668359056,6.3424415320559016
17,-0.0034808892490177795,0.0034808892490177795,0.00014241590971885646,305.13602962386744,6.489555162695864
18,-0.002849791867735124,0.002849791867735124,0.00015639033582455546,294.54237717672135,6.6213058450758915
19,-0.002297494990282367,0.002297494990282367,0.00016881443754713566,285.2857016323717,6.738486702137792
20,-0.0018336493327190534,0.0018336493327190534,0.00017742996612395414,277.56925382041254,6.878029623269813
21,-0.001512129368510251,0.001512129368510251,0.00018570499557464166,271.64808988554523,6.999288596465383
22,-0.00129714624189671,0.00129714624189671,0.00019258338033861352,267.19611053612664,7.068512612129752
23,-0.0011718626012202776,0.0011718626012202776,0.0001978395472898836,264.2063414307116,7.130507309132636
24,-0.00110864462818909,0.00110864462818909,0.00020036892800599136,262.6185185638969,7.180287185376372
