k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.022213149025327117,0.022213149025327117,7.798111194565665e-05,782.0883957508315,0.8849544959092592
2,0.021606563260577527,0.021606563260577527,8.177506941739919e-05,772.2108539952233,1.2689779202537153
3,0.020553404911981432,0.020553404911981432,9.271096809350206e-05,753.0732305895265,2.132307603198842
4,0.01927129124411664,0.01927129124411664,0.00011346319275815882,723.2963358060085,3.493175790164907
5,0.017661592056226083,0.017661592056226083,0.00014410014504566028,685.0477121675552,5.236849471452676
6,0.015962704361907942,0.015962704361907942,0.0001879718444136882,640.0625897044245,7.174875225484834
7,0.01419966498978631,0.01419966498978631,0.00024482137672287397,592.2359414009911,8.94038293104971
8,0.012484601154405528,0.012484601154405528,0.0003175580135463312,543.9415708087276,10.446080228549503
9,0.010750765013446406,0.010750765013446406,0.00041599570472597745,497.8272676600094,11.588210426170955
10,0.009158869532712832,0.009158869532712832,0.0005409059064639641,454.5959779775794,12.130304038279057
11,0.007652533400526185,0.007652533400526185,0.0006924790379134088,415.6168025983199,12.295941736763663
12,0.006181681518735993,0.006181681518735993,0.0008672794447079051,381.04270347585305,12.235219597765967
13,0.004729653215193919,0.004729653215193919,0.0010767204114516336,349.8386949116384,11.959435069403044
14,0.00335367745852555,0.00335367745852555,0.0013146027343585766,321.48828574149996,11.625936383664179
15,0.002087081908677124,0.002087081908677124,0.0015643568240514,296.0910614703061,11.249060454500691
16,0.0007742756113338078,0.0007742756113338078,0.0018197415069072598,274.00396975259946,10.82042715191085
17,-0.0003261755138520561,0.0003261755138520561,0.0021076854011189187,254.48822038667032,10.382091064751847
18,-0.0013632038238214905,0.0013632038238214905,0.002418915973838341,237.60019933062435,9.992162989058741
19,-0.0022015353850431962,0.0022015353850431962,0.0027728674716947094,222.91913931399964,9.657055672625924
20,-0.0028232743531624305,0.0028232743531624305,0.0031798742009664237,210.16710567617298,9.367609961026458
21,-0.002875378174448495,0.002875378174448495,0.00378927660204528,199.17052194109584,9.093243080217182
22,-0.0026223996187655363,0.0026223996187655363,0.004625158945222439,190.04148154472355,8.856851562787929
23,-0.0023625745419483257,0.0023625745419483257,0.005413703952564706,182.92310906349908,8.647387684202803
24,-0.0022489819719081483,0.0022489819719081483,0.0059679332728944405,178.31248677241354,8.509003259852035
