k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.022995553491389764,0.022995553491389764,0.0001047679216040585,781.2409663699779,0.8584928810453539
2,0.02226204934133441,0.02226204934133441,0.00010908308287202036,769.59830290484,1.0898677438794977
3,0.02111718533190876,0.02111718533190876,0.00011528411211075403,749.3675463359943,1.6002026580911293
4,0.019749103406442092,0.019749103406442092,0.00012755575384905778,721.1000538522514,2.4178977631733813
5,0.018291543344556183,0.018291543344556183,0.00014469659147426536,685.7106831843429,3.581073799828423
6,0.01682371617160555,0.01682371617160555,0.00016943691097805473,644.9835784610499,5.067282398290278
7,0.015310142246518943,0.015310142246518943,0.00020193959732572308,602.4024769366479,6.5527533345851845
8,0.013836259553911878,0.013836259553911878,0.00023865111671642593,560.5917183063349,7.6051464021898205
9,0.012500292343651631,0.012500292343651631,0.00028547820386943347,519.6292986852179,8.583450813836611
10,0.011325164476842176,0.011325164476842176,0.0003457748570278324,480.57210614492726,9.41391841455499
11,0.010202523531715635,0.010202523531715635,0.00042217331932448057,444.9254479349335,10.141816514373623
12,0.009232720251038162,0.009232720251038162,0.0005173525885538119,412.322222815216,10.710415314544
13,0.008375740786437269,0.008375740786437269,0.0006305473821249762,382.74555862607735,11.107307001301837
14,0.007475066564894384,0.007475066564894384,0.0007454708075372863,356.66277088449476,11.337225501098013
15,0.0067023498293202755,0.0067023498293202755,0.0008756707750482574,334.1084877713185,11.373303308978395
16,0.00603067580708655,0.00603067580708655,0.0010413033692822273,314.65938802152516,11.286776281688985
17,0.005466109579646328,0.005466109579646328,0.0012477132991332081,297.6818927977316,11.100240255466913
18,0.004958875006586816,0.004958875006586816,0.001492752284074696,283.04520440211917,10.909469666743401
19,0.0045954428832932215,0.0045954428832932215,0.0017762731521396421,270.11997215013673,10.708773342645454
20,0.00434319874309641,0.00434319874309641,0.0021037242297914202,258.90517817945005,10.506559354369866
21,0.004252157386478883,0.004252157386478883,0.0024701391429871925,249.5020346446422,10.322645474647231
22,0.004155852558690165,0.004155852558690165,0.0028292973455807894,242.10611776952896,10.153243172197744
23,0.00402747983693752,0.00402747983693752,0.003123019148436085,236.69108819660997,10.020083981621712
24,0.004015644265602358,0.004015644265602358,0.0033407272368106327,233.37724996805386,9.95338282365499
