k,bias,abs_bias,variance,is_ess_mean,is_ess_se
1,0.009276855535453432,0.009276855535453432,4.039606074368829e-05,781.1337725511851,1.2162613748183375
2,0.008643325867582985,0.008643325867582985,5.067023298425427e-05,771.1088613009758,2.8230862337270035
3,0.0076619780048921005,0.0076619780048921005,6.86794625379241e-05,755.4948928738579,5.053113389163937
4,0.006496899525026856,0.006496899525026856,9.380135879771377e-05,735.2529506430068,7.4031372624976335
5,0.0053311908417864595,0.0053311908417864595,0.00012885409478607642,710.1214647942799,9.710856384386007
6,0.004096610550449409,0.004096610550449409,0.00017307516392132532,682.5030680278867,11.693120717848048
7,0.002925678814219901,0.002925678814219901,0.00022846679900915472,652.3454576758007,13.440359057957226
8,0.0018353051046108293,0.0018353051046108293,0.00029507360413412903,620.3545747724986,14.97466764681828
9,0.0007748299338210529,0.0007748299338210529,0.00037500724762056523,588.023971247407,16.244438640605942
10,-0.0001727448938242393,0.0001727448938242393,0.00047187018108320355,555.837340928751,17.28904085710966
11,-0.0010304997501494606,0.0010304997501494606,0.0005850552831179462,524.8043586294749,18.093886542091102
12,-0.0018342938113594665,0.0018342938113594665,0.0007137492224464181,495.1825902480903,18.659652674746027
13,-0.0026431915834475017,0.0026431915834475017,0.0008518825911691776,467.56692139431897,18.945524565922288
14,-0.003380516973028991,0.003380516973028991,0.0010074040584718985,441.53132768536335,19.05208344047236
15,-0.004024926980345844,0.004024926980345844,0.0011783229816681483,417.26881882567903,18.97803541596248
16,-0.00460906069925382,0.00460906069925382,0.0013663294430755872,394.65149512550096,18.786051449871113
17,-0.005139767017030894,0.005139767017030894,0.0015699099089234077,373.7882664694188,18.510258771674795
18,-0.005619022460232048,0.005619022460232048,0.0017911993499510892,354.7920284192922,18.205182549900183
19,-0.00606556256959212,0.00606556256959212,0.0020254528086566755,337.64745411709265,17.889305799232474
20,-0.0065725113651700084,0.0065725113651700084,0.0022628507206919764,322.3587278400304,17.533142972121873
21,-0.007133866826678603,0.007133866826678603,0.002497855199342532,308.981539622824,17.163487654295697
22,-0.007625048259352507,0.007625048259352507,0.0027278657784703397,297.4025275891225,16.81453824875197
23,-0.008017285181776135,0.008017285181776135,0.002955881244492309,287.7429304772784,16.520834970247375
24,-0.008334200928759028,0.008334200928759028,0.0031569545444964826,280.6309460285526,16.31554667304221
